[Header]
; ACMS Data File (default extension .dat)
; Copyright 1999, Quantum Design, Inc. All rights reserved.
TITLE,
FILEOPENTIME,4930616.58,02/27/2010,12:24 am
BYAPP,ACMS,1.0,1.1
INFO,PPMS ACMS Option Version: 1.0.9 Build 14,APPNAME
INFO,HARMONICS,1
DATATYPE,COMMENT,1
DATATYPE,TIME,2
FIELDGROUP,AC Mag,2,3,4,5,6,8,9,10,11,12
FIELDGROUP,DC Mag,2,3,4,7,8
STARTUPGROUP,All
STARTUPAXIS,X,2,LINEAR,AUTO
TIMEMODE,MINUTES,RELATIVE
PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES
RECORDS,ALL_RECORDS
DATATYPE,TIME,2
DATATYPE,COMMENT,1
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Frequency (Hz),Amplitude (Oe),M-DC (emu),M-Std.Dev. (emu),M' (emu),M'' (emu),Moment (emu),Phase (deg),Calcoil' (emu),Calcoil'' (emu),Calcoil (emu),CC Phase (deg),Count,Gain,Measure Type,Elapsed (sec),Sample Center (cm),Max.Signal (V),PPMS Status (code),DSP Status (code),Min.Temperature (K),Max.Temperature (K),Min.Field (Oe),Max.Field (Oe),DC Position (cm),PPMS Temperature (K),PPMS Position,Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,4941702.03,100.0872383,9998.957,1000,9.99871967373226,,0.385743317863009,,,,,,,,,,125,1,0,-0.642970886688334,0.000378976808186316,4369,0,100.0809326,100.093544,9998.957,9998.957,,99.86775,,,,,,,,,,,,,,,,,,,,,,,100.0872383
,4941721.49,100.086087225,9998.957,100,10.0006467343396,,8.7665978020418E-8,2.86990947181888E-6,-1.39033681395143E-7,2.87327526370134E-6,-2.77354391405635,1.51560666022127E-8,1.01188245607531E-11,1.51560699800878E-8,0.0382530553631331,400,5,5,13.4965986394558,-0.642970886688334,0.000423650396702972,4369,0,100.0763474,100.0923843,9998.957,9998.957,,99.776925,,,,,,,,,,,,,,,,,,,,,,,100.086087225
,4941753.87,100.07829,9998.957,1000,9.9985331041582,,9.20830949628141E-9,2.97149345023397E-6,-1.1354210087322E-8,2.97151514262843E-6,-0.218928684362311,1.5177597342373E-8,-2.7384493979037E-10,1.51800675933362E-8,-1.03365879868272,333,5,5,13.4965986394558,-0.642970886688334,0.000808421627007144,4369,0,100.0717468,100.0843658,9998.957,9998.957,,99.8907875,,,,,,,,,,,,,,,,,,,,,,,100.07829
,4941785.71,100.081815725,9998.957,10000,9.99829304990207,,5.40124927623739E-9,2.93871673237193E-6,4.90227335329782E-8,2.9391255947179E-6,0.955701242564873,1.49776208901499E-8,-3.23998326443688E-9,1.53240536113291E-8,-12.206238255785,588,5,5,13.4965986394558,-0.642970886688334,0.00444106657289452,4369,0,100.074791,100.0874023,9998.957,9998.957,,99.85155,,,,,,,,,,,,,,,,,,,,,,,100.081815725
,4942108.63,101.1003494,9998.957,1000,9.99887646560816,,0.37785020335871,,,,,,,,,,125,1,0,-0.613542278778061,0.000379159103695379,4369,0,101.1003494,101.1003494,9998.957,9998.957,,100.8367,,,,,,,,,,,,,,,,,,,,,,,101.1003494
,4942127.23,101.090232825,9998.957,100,10.000666687947,,8.10387057523794E-8,2.51599378617147E-6,1.4312678177398E-7,2.52006150871649E-6,3.25586325065787,1.51541045814285E-8,1.04244429350316E-11,1.51541081668926E-8,0.0394135124600997,400,5,5,13.4965986394558,-0.613542278778061,0.000425851041890224,4369,0,101.0770874,101.0992813,9998.957,9998.957,,100.74985,,,,,,,,,,,,,,,,,,,,,,,101.090232825
,4942157.45,101.067173975,9998.957,1000,9.99869248051396,,9.78220180089027E-9,2.93127630018201E-6,1.28524883108274E-8,2.93130447658795E-6,0.251217743433242,1.51780035037841E-8,-2.73954412086682E-10,1.51804756638514E-8,-1.03404425895735,333,5,5,13.4965986394558,-0.613542278778061,0.000809877080173316,4369,0,101.0654297,101.0735855,9998.957,9998.957,,100.9322875,,,,,,,,,,,,,,,,,,,,,,,101.067173975
,4942187.11,101.07628155,9998.957,10000,9.99913533698226,,6.38378044749661E-9,2.91311509469756E-6,5.70995589011149E-8,2.91367464116731E-6,1.12290271957549,1.49779987168254E-8,-3.24104216960496E-9,1.5324646811799E-8,-12.2098091158172,588,5,5,13.4965986394558,-0.613542278778061,0.00444471560190399,4369,0,101.0629959,101.0840073,9998.957,9998.957,,100.906225,,,,,,,,,,,,,,,,,,,,,,,101.07628155
,4942488.81,102.11730575,9998.957,1000,9.99888621691358,,0.355133020197172,,,,,,,,,,125,1,0,-0.634752672661929,0.00037940498431464,4369,0,102.1080627,102.1265488,9998.957,9998.957,,101.8064,,,,,,,,,,,,,,,,,,,,,,,102.11730575
,4942507.11,102.119258875,9998.957,100,10.0005592093633,,1.2838411249806E-7,2.63098463992208E-6,1.46947941175191E-7,2.63508517375084E-6,3.19681007562162,1.51558166585239E-8,1.11048534483946E-11,1.51558207268548E-8,0.0419813155026442,400,5,5,13.4965986394558,-0.634752672661929,0.000425782271728123,4369,0,102.1133499,102.1248703,9998.957,9998.957,,101.6861375,,,,,,,,,,,,,,,,,,,,,,,102.119258875
